Date,Open,High,Low,Close
2-April-2003,881.04,894.53,881.04,893.08,
3-April-2003,897.40,902.67,896.09,901.73,
4-April-2003,900.80,910.91,897.16,910.56,
7-April-2003,914.07,924.28,914.07,922.26,
8-April-2003,920.30,920.67,911.21,912.89,
9-April-2003,910.08,910.08,901.65,905.17,
10-April-2003,903.23,903.23,866.48,869.96,
11-April-2003,868.30,873.28,850.37,859.78,
15-April-2003,863.39,869.63,851.51,862.52,
16-April-2003,865.06,870.97,861.47,869.11,
17-April-2003,858.80,859.83,851.71,855.61,
21-April-2003,859.18,863.14,859.07,861.91,
22-April-2003,861.82,862.98,855.96,859.55,
23-April-2003,862.94,866.32,850.33,850.99,
24-April-2003,852.97,857.78,846.48,847.75,
25-April-2003,847.11,848.20,839.79,842.39,
28-April-2003,839.24,848.41,838.99,847.21,
29-April-2003,850.54,853.83,847.80,848.43,
30-April-2003,847.61,853.41,847.61,852.78,
2-May-2003,850.86,858.71,850.41,858.05,
5-May-2003,861.27,867.59,860.90,864.97,
6-May-2003,867.04,874.69,865.38,871.12,
7-May-2003,871.72,875.77,869.12,869.73,
8-May-2003,869.22,871.35,860.54,862.89,
9-May-2003,861.06,862.28,858.10,860.29,
12-May-2003,862.65,865.49,860.45,863.05,
13-May-2003,865.16,872.05,865.16,870.75,
14-May-2003,871.13,879.64,871.13,878.64,
15-May-2003,879.51,887.06,879.11,886.18,
16-May-2003,888.07,900.58,888.07,900.01,
19-May-2003,902.88,906.18,891.34,892.46,
20-May-2003,889.61,900.02,887.22,899.10,
21-May-2003,900.67,909.57,898.64,900.59,
22-May-2003,901.01,906.16,897.45,900.18,
23-May-2003,904.23,909.07,901.62,906.51,
26-May-2003,907.87,925.58,907.87,923.38,
27-May-2003,926.25,933.19,916.14,917.36,
28-May-2003,896.58,927.97,896.58,927.14,
29-May-2003,925.91,937.83,925.91,936.29,
30-May-2003,939.39,959.11,938.61,952.04,
2-June-2003,951.55,966.29,950.16,956.71,
3-June-2003,958.55,960.82,950.17,959.53,
4-June-2003,961.80,976.19,961.80,972.93,
5-June-2003,976.55,986.88,970.59,974.83,
6-June-2003,977.83,985.42,977.83,981.22,
9-June-2003,982.44,988.43,978.44,984.81,
10-June-2003,983.50,988.92,965.24,966.69,
11-June-2003,966.66,979.60,965.55,975.70,
12-June-2003,977.68,988.35,977.68,985.82,
13-June-2003,987.40,996.96,987.31,991.06,
16-June-2003,992.11,997.36,984.27,989.02,
17-June-2003,996.03,1013.61,995.62,1012.07,
18-June-2003,1015.76,1026.99,1012.76,1019.93,
19-June-2003,1023.97,1033.02,1022.54,1027.07,
20-June-2003,1028.50,1037.78,1022.89,1037.13,
23-June-2003,1039.71,1044.72,1019.48,1020.90,
24-June-2003,1017.83,1029.36,1017.83,1021.50,
25-June-2003,1024.60,1041.07,1024.60,1037.88,
26-June-2003,1042.05,1050.65,1039.71,1041.04,
27-June-2003,1047.56,1052.28,1034.38,1050.00,
30-June-2003,1053.95,1063.70,1051.84,1055.23,
1-July-2003,1056.19,1061.71,1049.50,1054.92,
2-July-2003,1057.26,1067.93,1052.85,1053.77,
3-July-2003,1059.54,1071.57,1050.55,1064.68,
4-July-2003,1065.31,1074.62,1060.81,1066.44,
7-July-2003,1070.54,1078.11,1066.33,1071.47,
8-July-2003,1077.31,1083.03,1066.17,1067.54,
9-July-2003,1069.34,1071.86,1058.89,1060.76,
10-July-2003,1066.14,1075.88,1066.14,1074.51,
11-July-2003,1073.08,1085.39,1070.69,1074.43,
14-July-2003,1056.56,1087.07,1056.56,1084.90,
15-July-2003,1083.19,1089.13,1064.07,1075.02,
16-July-2003,1073.99,1089.43,1066.18,1087.85,
17-July-2003,1089.91,1097.39,1068.79,1070.85,
18-July-2003,1063.42,1072.57,1051.58,1061.95,
21-July-2003,1064.68,1068.37,1039.26,1040.66,
22-July-2003,1037.81,1043.59,1027.60,1035.03,
23-July-2003,1039.15,1049.54,1034.07,1041.01,
24-July-2003,1048.19,1064.82,1044.30,1063.10,
25-July-2003,1066.86,1081.07,1063.84,1079.11,
28-July-2003,1083.07,1092.93,1081.81,1085.34,
29-July-2003,1084.63,1088.12,1072.02,1086.78,
30-July-2003,1087.95,1100.56,1087.95,1098.73,
31-July-2003,1103.27,1115.35,1096.65,1098.20,
1-August-2003,1101.41,1111.40,1095.33,1107.95,
4-August-2003,1106.94,1128.14,1103.84,1127.07,
5-August-2003,1133.73,1144.52,1108.86,1110.36,
6-August-2003,1104.36,1124.21,1099.26,1106.45,
7-August-2003,1110.09,1134.47,1110.09,1132.75,
8-August-2003,1140.23,1161.32,1140.15,1160.48,
11-August-2003,1153.47,1182.01,1153.47,1176.81,
12-August-2003,1180.08,1188.22,1168.57,1171.26,
13-August-2003,1175.20,1187.52,1165.72,1185.10,
14-August-2003,1186.81,1196.06,1175.97,1182.13,
18-August-2003,1187.23,1209.36,1187.23,1207.02,
19-August-2003,1214.38,1228.23,1195.25,1202.28,
20-August-2003,1208.31,1217.50,1203.29,1209.53,
21-August-2003,1215.51,1227.59,1215.09,1225.94,
22-August-2003,1239.83,1244.78,1227.20,1240.43,
25-August-2003,1247.27,1255.29,1175.49,1200.33,
26-August-2003,1205.56,1254.98,1204.47,1252.54,
27-August-2003,1260.71,1281.19,1260.71,1276.35,
28-August-2003,1290.44,1290.44,1270.19,1277.66,
29-August-2003,1284.11,1303.02,1284.11,1292.97,
1-September-2003,1300.42,1325.54,1300.42,1324.14,
2-September-2003,1328.99,1334.98,1311.80,1324.81,
3-September-2003,1329.51,1336.30,1295.40,1299.64,
4-September-2003,1304.48,1321.28,1295.74,1313.46,
5-September-2003,1317.18,1332.94,1315.63,1332.13,
8-September-2003,1338.33,1353.18,1338.33,1351.22,
9-September-2003,1359.49,1367.37,1337.07,1346.94,
10-September-2003,1345.21,1356.07,1334.40,1354.68,
11-September-2003,1349.75,1366.16,1347.75,1350.47,
12-September-2003,1354.26,1363.48,1314.45,1317.44,
15-September-2003,1318.47,1318.47,1261.12,1264.18,
16-September-2003,1264.16,1297.33,1227.52,1293.23,
17-September-2003,1300.59,1308.63,1258.15,1262.99,
18-September-2003,1264.06,1264.43,1222.85,1224.75,
19-September-2003,1233.23,1245.51,1202.52,1241.56,
22-September-2003,1246.40,1248.54,1218.05,1219.19,
23-September-2003,1215.98,1255.67,1206.31,1252.30,
24-September-2003,1260.20,1292.17,1252.59,1289.10,
25-September-2003,1289.77,1301.22,1278.46,1283.06,
26-September-2003,1287.62,1306.11,1286.77,1304.36,
29-September-2003,1309.44,1336.93,1309.44,1328.21,
30-September-2003,1335.45,1346.24,1333.23,1342.48,
1-October-2003,1342.42,1358.65,1339.94,1344.19,
3-October-2003,1349.85,1368.28,1349.85,1366.92,
6-October-2003,1379.72,1403.04,1379.72,1401.45,
7-October-2003,1405.68,1416.56,1390.33,1395.42,
8-October-2003,1400.27,1411.91,1381.15,1400.10,
9-October-2003,1403.87,1420.07,1403.87,1416.56,
10-October-2003,1425.20,1431.47,1411.56,1422.40,
13-October-2003,1428.95,1454.07,1428.95,1451.80,
14-October-2003,1456.86,1465.65,1415.30,1419.49,
15-October-2003,1422.84,1439.61,1404.34,1435.85,
16-October-2003,1442.23,1451.61,1434.82,1442.01,
17-October-2003,1449.00,1466.63,1443.21,1459.59,
20-October-2003,1459.84,1459.92,1424.24,1427.62,
21-October-2003,1432.40,1438.50,1391.05,1398.79,
22-October-2003,1402.88,1412.96,1373.23,1383.63,
23-October-2003,1383.60,1396.14,1360.58,1363.59,
24-October-2003,1366.25,1397.98,1347.66,1394.66,
25-October-2003,1407.57,1417.21,1406.38,1415.37,
27-October-2003,1416.39,1420.33,1380.86,1383.07,
28-October-2003,1388.20,1394.69,1370.23,1381.07,
29-October-2003,1384.81,1390.10,1372.92,1389.19,
30-October-2003,1392.31,1410.89,1386.99,1400.04,
31-October-2003,1401.25,1443.94,1400.84,1441.55,
3-November-2003,1449.69,1476.01,1449.69,1473.56,
4-November-2003,1481.68,1498.45,1472.09,1488.68,
5-November-2003,1494.45,1509.69,1476.20,1492.09,
6-November-2003,1498.54,1513.51,1492.88,1498.00,
7-November-2003,1508.10,1514.99,1481.61,1482.68,
10-November-2003,1483.22,1499.47,1470.69,1495.43,
11-November-2003,1498.46,1515.65,1498.46,1510.12,
12-November-2003,1515.91,1525.50,1505.92,1507.83,
13-November-2003,1518.67,1523.91,1476.79,1480.04,
14-November-2003,1480.83,1484.83,1449.59,1452.91,
15-November-2003,1453.95,1474.79,1445.92,1468.83,
17-November-2003,1468.70,1484.30,1460.85,1479.63,
18-November-2003,1484.48,1492.52,1459.91,1466.22,
19-November-2003,1462.86,1462.86,1439.43,1443.08,
20-November-2003,1447.36,1460.35,1422.06,1423.86,
21-November-2003,1423.52,1442.67,1408.99,1440.42,
24-November-2003,1443.90,1449.81,1435.62,1441.17,
25-November-2003,1447.50,1465.72,1447.50,1464.42,
27-November-2003,1468.20,1489.75,1468.20,1486.12,
28-November-2003,1489.88,1506.52,1489.88,1504.72,
1-December-2003,1513.87,1536.84,1513.87,1535.71,
2-December-2003,1543.87,1550.00,1519.36,1535.79,
3-December-2003,1538.97,1551.43,1534.76,1546.38,
4-December-2003,1549.11,1564.16,1538.56,1556.46,
5-December-2003,1563.71,1572.91,1529.85,1532.95,
8-December-2003,1536.17,1544.02,1525.47,1541.67,
9-December-2003,1546.59,1571.57,1546.59,1570.14,
10-December-2003,1571.67,1589.53,1568.58,1586.87,
11-December-2003,1592.68,1602.46,1577.93,1597.27,
12-December-2003,1603.40,1612.16,1590.26,1598.09,
15-December-2003,1608.91,1619.11,1608.84,1617.10,
16-December-2003,1614.77,1621.41,1599.70,1618.10,
17-December-2003,1618.24,1628.45,1612.95,1617.82,
18-December-2003,1622.85,1652.88,1618.18,1649.43,
19-December-2003,1660.15,1681.01,1660.15,1677.64,
22-December-2003,1681.24,1701.74,1680.39,1694.05,
23-December-2003,1697.94,1705.93,1677.68,1682.35,
24-December-2003,1688.47,1706.70,1685.36,1705.35,
26-December-2003,1709.35,1729.88,1709.35,1728.31,
29-December-2003,1740.92,1762.96,1740.92,1760.38,
30-December-2003,1768.76,1804.66,1751.77,1765.97,
31-December-2003,1771.59,1795.51,1769.66,1783.42,
1-January-2004,1791.96,1821.31,1791.88,1817.12,
2-January-2004,1827.91,1880.85,1827.91,1877.49,
5-January-2004,1884.83,1918.42,1874.07,1885.83,
6-January-2004,1900.07,1917.60,1838.25,1848.73,
7-January-2004,1863.93,1867.66,1826.08,1851.54,
8-January-2004,1862.07,1917.36,1862.07,1912.37,
9-January-2004,1946.72,1956.48,1896.87,1906.59,
12-January-2004,1913.39,1913.39,1871.43,1877.38,
13-January-2004,1884.65,1893.15,1850.76,1880.67,
14-January-2004,1887.83,1906.97,1887.83,1893.45,
15-January-2004,1902.58,1915.24,1852.27,1859.73,
16-January-2004,1862.34,1864.01,1805.73,1816.48,
19-January-2004,1821.16,1852.82,1785.41,1848.01,
20-January-2004,1861.70,1873.49,1796.44,1803.18,
21-January-2004,1806.89,1807.33,1708.75,1718.42,
22-January-2004,1729.24,1751.74,1663.96,1669.76,
23-January-2004,1686.49,1761.08,1676.98,1756.11,
27-January-2004,1769.51,1819.00,1752.29,1817.06,
28-January-2004,1815.79,1823.86,1753.81,1773.69,
29-January-2004,1773.16,1787.57,1739.12,1749.94,
30-January-2004,1766.41,1769.44,1705.99,1708.76,
3-February-2004,1710.61,1710.61,1638.87,1656.31,
4-February-2004,1663.47,1708.16,1646.53,1703.87,
5-February-2004,1705.30,1732.47,1677.12,1697.68,
6-February-2004,1698.18,1733.56,1688.07,1730.78,
9-February-2004,1737.66,1773.24,1737.66,1771.04,
10-February-2004,1774.51,1786.74,1748.85,1771.70,
11-February-2004,1775.34,1786.52,1769.29,1783.49,
12-February-2004,1789.57,1796.34,1765.40,1781.11,
13-February-2004,1781.08,1806.35,1771.31,1804.62,
16-February-2004,1810.13,1819.08,1798.58,1801.10,
17-February-2004,1803.34,1809.02,1793.64,1803.54,
18-February-2004,1810.75,1827.97,1807.26,1814.43,
19-February-2004,1820.21,1820.55,1757.39,1761.55,
20-February-2004,1758.24,1776.97,1736.97,1761.95,
23-February-2004,1766.85,1769.25,1704.58,1708.61,
24-February-2004,1706.67,1721.31,1684.78,1717.42,
25-February-2004,1719.61,1719.61,1669.25,1673.37,
26-February-2004,1684.01,1713.74,1659.53,1664.44,
27-February-2004,1673.28,1699.05,1664.27,1695.91,
1-March-2004,1695.66,1752.08,1695.66,1749.26,
3-March-2004,1754.69,1758.83,1741.47,1749.69,
4-March-2004,1752.96,1764.81,1731.79,1744.07,
5-March-2004,1748.87,1779.83,1747.04,1777.18,
8-March-2004,1783.31,1823.64,1783.31,1812.47,
9-March-2004,1811.72,1813.18,1771.30,1789.92,
10-March-2004,1786.61,1794.09,1767.38,1770.71,
11-March-2004,1766.27,1773.37,1735.37,1739.66,
12-March-2004,1731.96,1747.75,1709.61,1742.58,
15-March-2004,1754.45,1763.67,1684.52,1688.88,
16-March-2004,1677.65,1709.69,1673.15,1694.97,
17-March-2004,1700.86,1708.55,1687.86,1700.17,
18-March-2004,1700.62,1704.19,1665.20,1669.46,
19-March-2004,1669.29,1687.43,1657.18,1675.02,
22-March-2004,1675.72,1675.72,1637.39,1642.17,
23-March-2004,1639.69,1656.91,1619.48,1644.40,
24-March-2004,1643.70,1650.70,1632.43,1647.79,
25-March-2004,1650.36,1661.81,1648.22,1657.01,
26-March-2004,1664.14,1698.18,1664.14,1692.90,
29-March-2004,1683.40,1711.63,1678.43,1707.64,
30-March-2004,1712.91,1719.69,1700.50,1703.06,
31-March-2004,1699.64,1723.90,1692.26,1720.46,
1-April-2004,1715.95,1760.37,1715.95,1758.20,
2-April-2004,1762.43,1786.60,1749.16,1783.63,
5-April-2004,1790.30,1819.77,1787.35,1798.32,
6-April-2004,1810.73,1814.91,1781.02,1793.80,
7-April-2004,1795.84,1806.22,1780.51,1793.16,
8-April-2004,1796.17,1808.63,1784.01,1800.93,
12-April-2004,1807.33,1810.04,1781.97,1788.60,
13-April-2004,1798.95,1829.58,1775.00,1824.90,
15-April-2004,1829.84,1832.43,1808.24,1814.19,
16-April-2004,1820.93,1833.94,1815.93,1821.40,
17-April-2004,1825.57,1826.72,1818.38,1822.05,
19-April-2004,1826.28,1833.28,1794.76,1800.56,
20-April-2004,1804.20,1806.38,1788.62,1801.93,
21-April-2004,1801.41,1830.65,1796.22,1827.05,
22-April-2004,1830.92,1849.68,1825.66,1843.26,
23-April-2004,1846.08,1862.09,1839.41,1845.32,
27-April-2004,1830.22,1830.22,1771.44,1773.68,
28-April-2004,1772.88,1787.37,1756.03,1772.74,
29-April-2004,1772.45,1775.37,1749.42,1762.13,
30-April-2004,1764.38,1773.47,1747.86,1754.58,
3-May-2004,1750.88,1750.88,1702.94,1728.85,
4-May-2004,1737.84,1759.46,1737.84,1750.68,
5-May-2004,1756.34,1766.08,1751.47,1762.42,
6-May-2004,1781.35,1792.30,1781.35,1787.90,
7-May-2004,1786.13,1786.13,1756.65,1763.45,
10-May-2004,1751.66,1751.66,1711.75,1728.12,
11-May-2004,1703.90,1703.90,1648.62,1653.76,
12-May-2004,1645.60,1673.49,1644.27,1664.39,
13-May-2004,1625.66,1701.52,1589.34,1671.83,
14-May-2004,1673.93,1676.06,1545.37,1556.41,
17-May-2004,1542.68,1542.68,1291.29,1381.29,
18-May-2004,1394.72,1513.21,1394.72,1494.20,
19-May-2004,1512.95,1554.78,1505.21,1540.40,
20-May-2004,1551.44,1560.35,1518.32,1524.25,
21-May-2004,1520.97,1534.42,1485.53,1530.10,
24-May-2004,1539.97,1582.41,1539.97,1578.81,
25-May-2004,1578.05,1584.39,1538.02,1571.28,
26-May-2004,1574.87,1592.92,1560.77,1569.47,
27-May-2004,1562.55,1575.48,1550.91,1560.80,
28-May-2004,1552.91,1552.91,1486.12,1489.67,
31-May-2004,1469.47,1485.32,1438.55,1464.70,
1-June-2004,1475.35,1507.20,1475.35,1489.34,
2-June-2004,1491.81,1521.14,1491.81,1514.54,
3-June-2004,1528.79,1541.67,1476.23,1483.54,
4-June-2004,1478.63,1509.23,1467.38,1504.84,
7-June-2004,1516.99,1534.85,1511.18,1520.71,
8-June-2004,1527.35,1531.02,1507.78,1527.88,
9-June-2004,1530.83,1539.73,1524.42,1529.83,
10-June-2004,1526.86,1536.14,1518.27,1526.48,
11-June-2004,1523.82,1528.14,1490.59,1493.24,
14-June-2004,1487.18,1487.18,1459.03,1464.62,
15-June-2004,1453.32,1487.69,1453.32,1485.02,
16-June-2004,1492.88,1501.14,1473.66,1477.05,
17-June-2004,1479.34,1497.19,1464.89,1491.33,
18-June-2004,1489.92,1490.77,1466.48,1471.97,
21-June-2004,1471.09,1478.52,1459.24,1460.99,
22-June-2004,1459.26,1467.89,1453.53,1458.67,
23-June-2004,1460.98,1464.17,1426.12,1428.81,
24-June-2004,1432.07,1448.25,1419.18,1445.83,
25-June-2004,1448.68,1469.66,1438.68,1464.52,
28-June-2004,1472.80,1494.98,1469.78,1492.49,
29-June-2004,1493.26,1506.03,1483.96,1496.67,
30-June-2004,1502.69,1509.89,1483.24,1485.47,
1-July-2004,1490.22,1510.15,1482.77,1508.63,
2-July-2004,1500.26,1515.91,1491.37,1508.20,
5-July-2004,1506.74,1514.37,1493.62,1497.44,
6-July-2004,1498.40,1524.80,1496.50,1522.34,
7-July-2004,1520.85,1541.52,1519.60,1532.00,
8-July-2004,1536.57,1548.77,1486.62,1496.28,
9-July-2004,1474.17,1531.00,1460.45,1528.43,
12-July-2004,1530.12,1537.67,1522.87,1530.00,
13-July-2004,1534.95,1541.07,1508.55,1515.29,
14-July-2004,1518.25,1524.49,1497.71,1501.41,
15-July-2004,1501.77,1518.72,1500.20,1515.84,
16-July-2004,1517.74,1538.53,1511.69,1535.34,
19-July-2004,1537.27,1553.63,1534.29,1542.16,
20-July-2004,1542.15,1544.02,1530.30,1535.88,
21-July-2004,1540.21,1560.48,1535.16,1547.08,
22-July-2004,1560.32,1573.05,1555.26,1563.94,
23-July-2004,1569.03,1572.72,1558.95,1570.19,
26-July-2004,1564.10,1586.99,1559.92,1584.36,
27-July-2004,1588.32,1595.43,1567.54,1569.72,
28-July-2004,1572.48,1576.86,1557.31,1565.89,
29-July-2004,1569.13,1587.88,1563.01,1584.30,
30-July-2004,1588.27,1607.21,1588.27,1598.03,
2-August-2004,1603.56,1608.21,1597.60,1605.79,
3-August-2004,1609.09,1618.72,1600.77,1604.86,
4-August-2004,1603.75,1608.94,1592.34,1598.69,
5-August-2004,1600.89,1625.26,1600.89,1624.25,
6-August-2004,1623.50,1628.89,1599.81,1608.49,
9-August-2004,1604.69,1619.99,1595.45,1618.23,
10-August-2004,1622.12,1629.71,1614.89,1625.32,
11-August-2004,1629.34,1631.70,1596.02,1600.05,
12-August-2004,1598.32,1606.61,1581.86,1588.71,
13-August-2004,1586.30,1592.02,1574.39,1579.06,
16-August-2004,1579.68,1582.14,1566.19,1578.64,
17-August-2004,1585.23,1595.67,1578.02,1583.18,
18-August-2004,1584.05,1584.05,1561.27,1564.98,
19-August-2004,1570.10,1591.54,1570.10,1589.18,
20-August-2004,1590.23,1590.23,1565.90,1571.35,
23-August-2004,1570.77,1574.34,1556.01,1559.20,
24-August-2004,1563.05,1575.55,1562.07,1570.95,
25-August-2004,1574.25,1579.21,1568.71,1577.65,
26-August-2004,1582.40,1597.04,1582.40,1594.70,
27-August-2004,1598.18,1600.19,1585.80,1592.13,
30-August-2004,1595.93,1615.92,1595.93,1614.33,
31-August-2004,1616.59,1620.80,1606.77,1617.66,
1-September-2004,1620.72,1627.78,1620.72,1623.68,
2-September-2004,1625.84,1631.38,1617.50,1619.14,
3-September-2004,1616.72,1627.18,1614.46,1625.68,
6-September-2004,1627.96,1641.76,1627.96,1636.41,
7-September-2004,1636.57,1644.67,1635.62,1642.97,
8-September-2004,1646.89,1655.20,1645.82,1652.91,
9-September-2004,1655.44,1659.66,1640.76,1648.83,
10-September-2004,1650.38,1670.19,1643.68,1668.35,
13-September-2004,1670.71,1682.02,1670.71,1675.41,
14-September-2004,1678.36,1684.80,1669.08,1683.08,
15-September-2004,1685.61,1693.50,1675.25,1681.85,
16-September-2004,1680.93,1702.64,1677.75,1700.81,
17-September-2004,1704.08,1726.90,1704.08,1724.62,
20-September-2004,1726.47,1733.40,1718.13,1720.91,
21-September-2004,1721.49,1741.88,1718.34,1740.06,
22-September-2004,1739.19,1751.77,1732.44,1745.79,
23-September-2004,1740.92,1744.95,1719.79,1722.08,
24-September-2004,1719.20,1733.93,1715.37,1720.45,
27-September-2004,1720.63,1727.90,1710.48,1718.16,
28-September-2004,1717.11,1721.43,1700.61,1702.98,
29-September-2004,1706.23,1724.94,1695.55,1723.41,
30-September-2004,1728.62,1743.93,1728.62,1738.82,
1-October-2004,1740.23,1766.41,1734.05,1763.86,
4-October-2004,1772.08,1794.33,1772.08,1788.36,
5-October-2004,1787.66,1798.75,1782.89,1792.10,
6-October-2004,1792.79,1807.00,1774.89,1779.08,
7-October-2004,1780.79,1800.93,1780.79,1792.57,
8-October-2004,1794.99,1802.95,1788.51,1795.48,
9-October-2004,1795.92,1802.00,1790.25,1792.79,
11-October-2004,1794.87,1804.46,1775.19,1778.35,
12-October-2004,1786.10,1791.59,1756.80,1760.58,
14-October-2004,1760.91,1776.57,1749.46,1768.62,
15-October-2004,1774.02,1783.58,1759.69,1763.43,
18-October-2004,1769.10,1776.17,1758.24,1761.04,
19-October-2004,1764.44,1782.28,1762.49,1778.17,
20-October-2004,1778.32,1783.56,1756.90,1759.87,
21-October-2004,1762.31,1765.05,1743.56,1750.74,
25-October-2004,1748.49,1748.49,1725.01,1727.49,
26-October-2004,1729.76,1748.11,1720.15,1747.38,
27-October-2004,1749.55,1764.09,1741.68,1753.52,
28-October-2004,1761.85,1774.35,1761.85,1768.22,
29-October-2004,1770.37,1772.82,1753.80,1756.22,
1-November-2004,1757.57,1770.20,1749.71,1767.74,
2-November-2004,1770.83,1786.32,1770.83,1783.66,
3-November-2004,1787.73,1810.01,1787.71,1809.26,
4-November-2004,1817.26,1822.12,1804.19,1808.59,
5-November-2004,1810.20,1827.96,1808.54,1826.10,
8-November-2004,1831.43,1842.10,1831.29,1833.37,
9-November-2004,1834.33,1840.26,1826.41,1830.81,
10-November-2004,1826.43,1846.89,1826.43,1845.05,
11-November-2004,1846.82,1852.32,1837.27,1840.26,
12-November-2004,1849.79,1855.36,1839.91,1844.70,
16-November-2004,1846.34,1858.72,1840.28,1856.43,
17-November-2004,1857.53,1871.45,1857.53,1867.54,
18-November-2004,1869.04,1877.23,1863.34,1874.13,
19-November-2004,1873.62,1881.41,1852.07,1854.23,
22-November-2004,1844.14,1858.91,1829.01,1854.83,
23-November-2004,1859.82,1878.74,1859.82,1872.77,
24-November-2004,1872.29,1887.63,1870.93,1883.06,
25-November-2004,1884.40,1898.14,1876.72,1882.80,
29-November-2004,1882.89,1921.72,1882.89,1919.09,
